transaction_date,region,product_category,channel,customer_segment,transaction_amount,monthly_active_users,churn_flag,support_tickets,marketing_spend
2024-06-27,West,Credit Cards,Online,Student,436.05,3976,0,2,2791.21
2023-09-18,North,Loans,Branch,Business,2827.72,2789,0,2,22769.14
2023-10-15,East,Insurance,ATM,Retail,2860.53,1788,0,11,37498.98
2023-12-29,Central,Loans,Branch,Premium,1564.28,210,0,11,10810.17
2024-10-27,North,Credit Cards,ATM,Premium,1151.78,3806,0,20,39362.29
2024-05-06,South,Insurance,ATM,Premium,1108.36,1486,0,18,19220.91
2024-11-05,East,Insurance,Branch,Student,95.12,3645,0,12,20376.54
2024-04-07,Central,Credit Cards,Branch,Premium,491.64,3536,0,13,1913.82
2024-03-02,East,Mortgages,ATM,Retail,55.21,3541,0,13,26976.27
2024-12-21,North,Insurance,Branch,Premium,150.24,623,0,13,23516.11
2023-03-07,East,Insurance,ATM,Student,16090.08,4077,0,9,48407.33
2023-02-18,North,Insurance,Mobile App,Student,193.08,4874,0,4,12858.53
2024-06-16,East,Insurance,Branch,Business,95.5,434,0,3,37033.75
2023-11-08,South,Mortgages,Online,Premium,4171.64,1440,0,1,8321.25
2024-03-13,West,Mortgages,Branch,Retail,333.06,4726,0,16,19130.94
2024-08-17,North,Insurance,Mobile App,Premium,1403.47,1545,0,14,48387.64
2023-02-03,West,Savings,ATM,Student,785.07,3208,0,5,5336.56
2024-12-22,North,Mortgages,Online,Premium,2263.04,910,0,4,4332.41
2023-04-14,West,Loans,ATM,Student,3602.85,3009,0,12,47107.65
2023-12-27,East,Credit Cards,ATM,Business,963.72,2471,0,15,5885.66
2024-06-03,East,Insurance,Online,Retail,1044.86,3026,0,17,48788.73
2023-10-08,Central,Insurance,Mobile App,Retail,1833.38,2626,0,4,28054.5
2023-07-03,North,Savings,Branch,Student,1663.86,349,0,3,43070.57
2023-06-24,North,Savings,Mobile App,Premium,1693.49,1152,0,16,49429.62
2024-12-17,North,Loans,Branch,Retail,2009.81,4722,0,9,48319.62
2023-09-07,East,Insurance,ATM,Premium,50.0,3281,0,11,25940.09
2024-11-01,West,Loans,ATM,Retail,71.41,623,0,16,9727.73
2023-06-16,North,Mortgages,Branch,Business,5069.63,1636,0,0,44998.59
2024-01-06,South,Loans,Branch,Student,55652.25,1970,0,2,18683.24
2024-06-24,North,Insurance,Branch,Student,1709.64,2720,0,18,34663.4
2023-11-21,West,Loans,ATM,Student,4036.07,2219,0,18,4111.22
2024-03-27,South,Credit Cards,Branch,Student,5178.82,4381,0,17,44062.86
2023-01-31,South,Loans,Mobile App,Business,2819.13,2534,0,19,37676.68
2023-08-24,East,Savings,Online,Student,799.81,4592,0,5,18484.96
2023-08-13,South,Credit Cards,Online,Premium,2511.21,505,0,6,16713.48
2023-04-26,North,Insurance,ATM,Premium,2517.23,439,0,7,45526.48
2023-05-04,East,Savings,Mobile App,Business,258.17,1493,0,0,15560.63
2024-04-22,North,Mortgages,Branch,Premium,13815.83,1895,0,20,30834.45
2023-07-07,North,Mortgages,Mobile App,Business,11971.12,4499,0,18,36511.19
2023-02-28,West,Insurance,ATM,Business,1147.02,1651,0,7,12732.18
2024-11-18,West,Insurance,Branch,Retail,489.85,2256,0,7,42666.44
2024-10-25,South,Mortgages,Branch,Student,4440.64,766,0,12,26904.54
2023-03-23,West,Insurance,Mobile App,Student,1192.9,2683,0,15,44024.66
2024-02-04,East,Insurance,Branch,Business,117.8,3184,0,13,14328.74
2023-12-28,Central,Insurance,ATM,Premium,3253.76,1302,0,4,6447.18
2024-03-20,North,Loans,Mobile App,Premium,4227.16,553,0,18,21389.99
2024-08-18,Central,Loans,Branch,Student,1198.9,2710,0,3,4386.31
2024-11-07,North,Mortgages,Mobile App,Business,558.59,1283,0,12,28214.49
2024-08-06,North,Credit Cards,Branch,Student,866.49,492,0,15,17037.52
2024-01-20,East,Loans,Branch,Retail,122.89,2148,0,15,42185.18
2023-11-01,South,Savings,Online,Student,712.93,4913,1,19,37441.27
2023-10-22,West,Insurance,Branch,Premium,133.98,4471,0,11,2254.29
2023-06-22,Central,Credit Cards,ATM,Student,1610.7,2636,0,11,47018.31
2023-04-29,East,Insurance,Mobile App,Premium,1278.88,2200,0,1,38223.4
2024-01-04,East,Credit Cards,Mobile App,Premium,9651.22,1981,0,15,24708.33
2024-02-18,North,Mortgages,Online,Premium,2148.02,2342,0,6,32869.5
2023-06-06,South,Savings,Mobile App,Student,24892.56,3765,0,3,15057.58
2023-04-13,North,Insurance,Branch,Premium,858.5,641,1,9,23139.95
2023-09-05,West,Loans,ATM,Business,1609.66,3444,1,8,32221.25
2024-06-25,Central,Mortgages,Branch,Student,2110.71,1333,1,8,19083.77
2023-05-14,East,Loans,Mobile App,Student,504.15,3419,0,6,12490.06
2023-03-21,North,Insurance,Branch,Business,462.09,3023,0,14,45565.48
2023-12-06,Central,Insurance,Online,Business,548.21,2155,0,17,19630.28
2024-07-15,Central,Savings,Branch,Business,345.47,4031,0,17,18367.19
2024-11-18,North,Mortgages,Online,Student,50.0,2494,0,6,11558.12
2024-11-25,South,Loans,Mobile App,Retail,207.46,4090,0,16,33259.41
2023-01-25,Central,Loans,Mobile App,Retail,5358.34,4543,0,1,38559.62
2024-03-06,South,Mortgages,Mobile App,Retail,972.93,3227,0,10,42759.72
2023-06-10,North,Mortgages,Branch,Retail,117.05,1804,0,6,20573.81
2023-11-14,North,Loans,ATM,Retail,1364.94,3158,0,3,38106.49
2024-08-10,East,Mortgages,Online,Retail,1044.02,3934,0,16,41695.21
2024-09-28,Central,Loans,ATM,Retail,7128.99,3707,0,19,48472.99
2024-04-01,East,Credit Cards,ATM,Student,117.27,3850,0,15,38968.89
2023-08-16,South,Insurance,Branch,Premium,34115.09,1065,0,20,23402.22
2024-01-24,North,Credit Cards,Branch,Retail,219.07,3030,0,8,9588.83
2023-11-28,East,Savings,Online,Business,2178.64,1872,0,7,40982.42
2024-10-26,East,Insurance,Online,Business,4998.98,2012,0,5,21301.46
2023-01-14,Central,Loans,Branch,Student,5062.73,4174,0,15,16934.52
2023-08-08,North,Credit Cards,ATM,Business,1716.38,3320,0,11,11712.7
2023-07-28,East,Loans,ATM,Retail,438.33,544,0,16,32833.8
2024-11-26,South,Mortgages,Online,Student,518.21,1077,0,0,20760.78
2024-03-23,South,Insurance,Online,Student,155.87,2537,0,5,37252.4
2024-12-09,West,Savings,Online,Retail,8515.66,1252,0,0,49847.27
2024-01-31,East,Mortgages,ATM,Retail,3334.3,301,1,1,17082.91
2023-08-13,South,Mortgages,ATM,Retail,241.67,3654,0,8,31065.3
2023-07-25,Central,Savings,ATM,Student,2039.75,3942,0,12,27105.31
2023-12-03,North,Insurance,Online,Student,14009.7,3037,0,20,38618.3
2023-12-29,West,Credit Cards,Mobile App,Student,25157.82,4534,0,6,8514.71
2023-08-19,South,Insurance,ATM,Student,250.95,2835,0,3,43371.12
2023-09-19,North,Insurance,Online,Student,213.11,4402,0,20,32194.06
2024-11-20,North,Savings,ATM,Student,4158.83,3965,0,3,27002.14
2024-11-21,West,Loans,ATM,Retail,1585.71,3943,0,9,4153.45
2023-08-06,South,Credit Cards,Mobile App,Business,50.0,4302,0,15,23456.91
2023-11-19,West,Credit Cards,Mobile App,Business,466.17,3731,0,10,14319.99
2024-08-16,Central,Loans,Branch,Premium,584.95,780,0,6,41375.45
2024-02-05,Central,Loans,ATM,Student,10930.09,2468,0,19,48335.97
2023-02-21,West,Insurance,ATM,Premium,1812.34,2619,0,5,28046.88
2024-09-14,South,Credit Cards,Online,Business,3090.18,2994,0,14,42288.04
2024-10-02,Central,Insurance,Mobile App,Premium,3192.81,4132,0,11,35611.32
2024-06-16,South,Insurance,Online,Student,1562.27,4299,0,4,3746.75
2023-08-08,Central,Mortgages,ATM,Premium,2067.2,1147,0,12,29247.8
2023-12-06,Central,Insurance,Online,Business,4670.51,3859,0,3,3246.15
2024-08-28,East,Credit Cards,Branch,Retail,3181.41,4052,0,13,33183.53
2024-07-06,South,Credit Cards,Online,Premium,400.58,2634,0,20,9640.71
2023-11-07,West,Credit Cards,Online,Premium,74.67,1311,0,13,5521.2
2024-02-23,South,Credit Cards,Branch,Business,4278.59,4279,0,3,28329.63
2023-09-24,North,Insurance,Branch,Retail,2734.21,491,0,17,46564.8
2023-12-03,West,Credit Cards,Branch,Business,499.47,2474,0,13,15787.71
2023-07-12,North,Savings,Online,Premium,50.0,4832,0,5,31399.25
2024-04-16,South,Credit Cards,ATM,Retail,953.04,4222,0,20,17659.78
2023-09-02,South,Insurance,ATM,Retail,2230.41,625,0,3,36077.58
2024-07-14,East,Savings,Online,Student,50.0,4616,0,1,43317.62
2023-02-24,North,Credit Cards,ATM,Premium,60562.74,3965,0,5,26480.21
2023-05-14,East,Credit Cards,Mobile App,Premium,3374.1,978,0,4,27956.38
2023-08-26,North,Credit Cards,Online,Student,1933.04,4784,0,19,38705.37
2024-01-13,Central,Savings,Mobile App,Retail,1260.85,4511,0,15,13473.51
2023-04-05,Central,Loans,Mobile App,Student,597.02,1072,0,8,37696.18
2024-03-12,East,Mortgages,Branch,Retail,217.93,4324,0,18,7934.22
2024-01-03,East,Insurance,Online,Business,429.78,1435,0,15,29967.74
2024-03-05,North,Loans,Mobile App,Business,695.58,3244,0,14,49318.96
2023-08-22,North,Credit Cards,ATM,Retail,1795.24,489,0,9,41876.35
2023-06-23,North,Insurance,Mobile App,Retail,1745.89,3685,0,19,9948.62
2024-08-09,East,Insurance,Online,Retail,8848.5,364,0,8,40514.29
2024-09-11,North,Credit Cards,Branch,Business,1090.69,1179,0,20,5516.67
2024-01-02,North,Insurance,ATM,Retail,2173.75,1862,0,9,30246.88
2023-08-06,East,Loans,Mobile App,Premium,905.04,4138,0,5,37934.52
2024-12-08,East,Credit Cards,ATM,Student,1017.37,4580,0,12,16706.59
2024-12-07,North,Savings,Branch,Premium,4054.43,175,0,5,10948.9
2023-08-27,West,Loans,ATM,Retail,27922.97,3168,0,0,46344.46
2023-12-06,South,Insurance,Branch,Student,1649.09,1028,0,15,45392.61
2024-11-09,North,Credit Cards,ATM,Retail,455.74,3794,0,5,11564.72
2023-10-23,North,Savings,Mobile App,Premium,10729.24,4612,0,0,41225.47
2024-07-15,North,Savings,Branch,Premium,727.29,1210,0,7,21695.72
2024-06-03,East,Mortgages,Online,Student,57.83,811,0,19,6396.01
2023-06-04,East,Mortgages,ATM,Premium,348.62,3902,0,16,37360.32
2024-02-10,North,Mortgages,ATM,Student,2620.95,3246,0,10,13438.05
2024-09-11,West,Mortgages,Mobile App,Student,1440.84,2661,0,9,8308.09
2024-11-01,South,Mortgages,Mobile App,Business,740.7,2242,0,12,49040.64
2024-01-10,North,Credit Cards,Online,Student,237.86,2025,0,10,15931.39
2024-07-07,North,Credit Cards,Mobile App,Retail,1262.57,4694,0,19,38434.24
2024-02-08,North,Insurance,Branch,Retail,803.16,449,0,11,8146.24
2024-12-04,West,Insurance,ATM,Student,5579.65,2751,0,5,31522.14
2023-10-19,North,Loans,ATM,Premium,1647.19,220,0,18,18284.73
2024-03-08,East,Savings,Mobile App,Premium,6714.17,474,0,19,32232.91
2023-02-17,South,Credit Cards,ATM,Student,631.12,1125,0,8,46695.08
2023-03-26,East,Loans,Online,Business,756.59,3720,1,14,21257.11
2023-03-12,Central,Insurance,Mobile App,Retail,121.86,2894,0,16,35557.49
2023-06-18,North,Insurance,Mobile App,Premium,241.67,1894,0,16,25027.96
2024-11-04,Central,Credit Cards,ATM,Premium,15048.51,3484,0,5,31657.73
2024-06-28,South,Mortgages,ATM,Retail,402.87,3997,0,13,34945.54
2023-09-20,North,Loans,Mobile App,Premium,1603.5,1543,0,0,7219.31
2024-08-03,North,Mortgages,Online,Retail,175.12,1445,1,9,25290.9
2024-01-19,West,Savings,ATM,Premium,104.54,4768,0,12,33611.68
2024-07-30,East,Savings,ATM,Retail,1764.52,394,0,20,2550.53
2024-05-04,North,Insurance,Branch,Retail,211.99,954,0,5,28399.36
2024-12-13,Central,Savings,Branch,Student,476.38,756,0,19,11141.62
2024-03-07,West,Credit Cards,Mobile App,Premium,50.0,4726,0,16,42903.81
2023-04-20,North,Insurance,Online,Retail,77.45,3943,0,9,2230.02
2024-02-15,South,Savings,Mobile App,Premium,10310.34,2337,0,11,3142.05
2023-04-25,West,Savings,Mobile App,Premium,1848.62,2071,0,6,23984.64
2024-03-14,North,Credit Cards,Mobile App,Business,499.72,3165,0,3,14648.56
2023-05-28,Central,Loans,Online,Business,356.28,1051,0,3,21803.27
2023-03-06,East,Savings,Mobile App,Student,1044.71,2335,0,18,34653.22
2023-08-28,South,Credit Cards,Online,Premium,87.23,583,0,6,29338.29
2024-05-14,East,Loans,Online,Premium,10516.96,3430,0,20,3215.3
2024-03-19,North,Mortgages,Mobile App,Business,1490.71,638,1,18,26327.77
2023-02-09,East,Mortgages,ATM,Business,371.0,825,0,17,6454.59
2023-09-14,East,Credit Cards,Online,Business,147.74,2893,0,1,3156.96
2024-09-06,Central,Credit Cards,Online,Premium,2131.37,4095,0,6,35249.64
2024-08-23,North,Credit Cards,Branch,Business,174.91,278,1,9,10560.68
2024-10-04,East,Credit Cards,Branch,Premium,679.48,2579,0,2,13949.48
2023-03-06,North,Mortgages,Online,Business,7818.33,305,0,19,29877.32
2024-06-27,South,Insurance,Branch,Premium,987.69,2300,0,13,2030.57
2023-02-11,North,Credit Cards,Branch,Premium,159.65,1076,0,6,2140.66
2023-08-13,South,Insurance,Branch,Student,1215.8,2145,0,16,44717.49
2023-02-10,South,Savings,ATM,Business,160.97,1598,0,2,37278.14
2024-02-24,East,Credit Cards,Online,Business,1222.09,3526,0,17,25484.17
2023-10-29,Central,Credit Cards,Mobile App,Business,13500.65,1816,0,14,28552.42
2024-03-04,Central,Loans,ATM,Business,1626.52,2049,0,0,1412.13
2023-05-13,West,Savings,Online,Retail,1177.55,1036,0,10,36038.33
2023-06-07,Central,Mortgages,Mobile App,Retail,481.5,4962,0,11,4656.83
2023-07-05,North,Savings,Mobile App,Retail,2715.93,2371,0,15,28489.59
2023-01-16,North,Loans,ATM,Premium,1056.01,3995,0,18,18596.69
2024-01-04,West,Mortgages,Mobile App,Retail,14377.87,967,0,8,14167.6
2023-04-07,North,Savings,Online,Business,613.03,2852,0,16,10662.51
2023-08-13,North,Credit Cards,Branch,Business,50.0,1356,0,11,49266.03
2024-10-16,North,Loans,Branch,Business,3420.75,2350,0,5,48985.06
2024-06-25,North,Mortgages,Branch,Student,326.5,301,0,0,22634.18
2023-07-26,North,Insurance,Branch,Business,5160.83,4492,0,13,9610.52
2023-12-12,East,Insurance,Branch,Premium,1555.29,3605,0,17,13693.11
2023-03-09,South,Credit Cards,ATM,Business,7192.88,3769,0,8,18527.89
2023-08-27,South,Mortgages,ATM,Business,815.58,1699,0,7,46289.54
2024-07-04,South,Insurance,ATM,Premium,50.0,3255,0,3,47799.46
2024-10-14,East,Savings,ATM,Business,1079.84,784,0,11,33746.8
2024-07-18,East,Insurance,Mobile App,Premium,1574.02,1386,0,11,13766.38
2024-11-24,North,Loans,Online,Premium,777.89,4944,0,13,49205.56
2023-04-12,East,Insurance,ATM,Retail,4967.28,1373,0,16,31319.84
2024-02-15,West,Credit Cards,Branch,Student,457.65,4031,0,8,17378.53
2024-09-22,South,Savings,Branch,Retail,2820.65,3374,0,9,25612.73
2024-07-20,North,Mortgages,Online,Premium,110.88,1396,0,13,40701.75
2024-12-19,South,Mortgages,Online,Student,1532.53,2742,0,16,36614.13
2024-06-01,Central,Insurance,Mobile App,Retail,892.99,3629,0,6,29283.4
2023-06-27,South,Credit Cards,Branch,Premium,1520.43,1795,0,5,11405.6
2023-11-28,East,Loans,ATM,Premium,2646.79,3978,0,15,4470.88
2024-07-30,South,Credit Cards,ATM,Premium,663.77,968,0,12,43640.32
2023-06-27,East,Loans,Online,Premium,280.8,1404,0,13,15015.39
2023-04-27,East,Mortgages,Branch,Business,315.16,4321,0,10,17829.98
2024-07-03,South,Savings,Online,Business,2060.79,2141,0,8,46938.17
2023-01-27,North,Insurance,Branch,Premium,559.5,4794,0,19,47660.0
2024-02-28,East,Credit Cards,Mobile App,Business,1227.01,2692,0,6,41140.33
2024-10-31,Central,Mortgages,ATM,Premium,145.53,1933,0,12,32544.83
2024-02-14,East,Loans,Branch,Student,577.46,888,0,15,19750.53
2024-06-17,East,Savings,ATM,Retail,327.56,3726,1,9,7419.54
2024-06-27,South,Mortgages,Online,Business,3667.44,2150,0,8,45208.95
2024-05-06,West,Loans,Online,Premium,273.86,4132,0,17,9590.22
2024-07-28,South,Loans,Branch,Business,206.75,3610,0,8,27014.25
2024-08-02,South,Mortgages,Branch,Student,2647.18,3230,0,4,7652.99
2023-03-18,Central,Savings,Branch,Premium,1524.51,1015,0,15,32720.65
2024-06-07,Central,Savings,ATM,Student,84.82,1524,0,10,43699.19
2023-01-05,East,Credit Cards,ATM,Student,1482.16,3069,0,18,15832.17
2024-09-19,North,Credit Cards,Branch,Business,24949.64,173,1,18,38370.42
2023-06-10,East,Insurance,ATM,Retail,3440.55,891,0,14,30727.11
2024-02-27,East,Mortgages,Mobile App,Student,390.46,965,0,16,38559.6
2024-02-18,South,Savings,Mobile App,Business,776.27,2109,0,4,31130.2
2024-10-03,North,Savings,ATM,Premium,16155.61,4701,0,8,39870.62
2023-05-05,East,Savings,Online,Student,1731.46,3298,0,11,44810.28
2024-09-18,South,Savings,Online,Student,840.94,4410,0,14,32239.52
2024-03-10,Central,Mortgages,Mobile App,Premium,1342.2,1397,0,16,8363.6
2023-01-04,North,Savings,Mobile App,Business,3570.37,2124,0,10,18905.52
2024-05-18,South,Insurance,Online,Business,980.42,2571,0,3,17275.51
2023-11-22,Central,Credit Cards,ATM,Premium,709.98,188,0,2,47926.67
2024-10-09,East,Loans,Branch,Business,314.51,342,0,14,3067.67
2024-08-20,South,Credit Cards,Mobile App,Business,35704.15,1442,0,10,3859.52
2023-12-18,Central,Insurance,Online,Business,191.81,2100,0,3,5611.73
2023-09-12,North,Credit Cards,Branch,Premium,50.0,3538,0,0,16652.48
2024-05-03,South,Savings,ATM,Premium,141.18,1213,0,9,13190.93
2024-06-18,North,Savings,Mobile App,Retail,318.61,743,0,7,6634.31
2023-03-16,West,Savings,Branch,Business,50.0,3096,0,20,15977.6
2023-07-27,North,Insurance,Online,Retail,110.75,1529,0,2,27760.66
2024-06-22,South,Insurance,Online,Retail,130.02,4878,0,8,17257.75
2023-04-29,South,Credit Cards,Mobile App,Business,264.44,3451,0,15,2610.05
2024-05-03,North,Loans,Online,Premium,181.9,4989,0,18,14806.78
2023-10-15,East,Savings,Online,Retail,50.0,2719,0,7,45934.49
2023-10-15,West,Savings,ATM,Retail,5523.99,2815,0,7,41769.66
2024-12-22,East,Insurance,Mobile App,Student,2072.76,4809,1,12,36680.6
2024-01-12,North,Loans,Branch,Retail,11642.75,1171,0,10,22201.12
2024-02-16,East,Mortgages,Online,Premium,1811.59,4449,0,3,8604.61
2024-09-05,South,Insurance,Branch,Retail,19070.42,4684,0,15,27676.7
2023-06-23,North,Credit Cards,Mobile App,Student,1562.65,4930,0,11,5595.36
2023-03-18,North,Savings,Mobile App,Student,1658.54,4177,0,14,42580.58
2023-01-10,South,Savings,Online,Business,5671.71,2599,0,10,21375.83
2023-08-16,West,Savings,Online,Student,35917.53,3281,0,14,4184.91
2023-12-19,East,Mortgages,ATM,Student,332.22,657,1,19,37304.06
2023-03-03,North,Savings,ATM,Premium,6919.81,1245,0,8,43766.17
2024-04-30,West,Insurance,Online,Student,54.11,1879,0,17,23366.01
2023-02-14,South,Loans,ATM,Student,7422.46,361,0,7,3481.66
2024-11-23,North,Mortgages,Online,Retail,776.51,4888,0,17,15979.44
2023-04-02,East,Insurance,Online,Retail,50.0,1162,0,4,3218.62
2023-06-13,North,Insurance,Branch,Student,218.62,3951,1,0,3481.77
2023-06-16,South,Credit Cards,ATM,Business,144.52,2071,0,18,14252.58
2023-06-11,North,Mortgages,ATM,Business,50.0,1011,0,10,42921.64
2024-12-16,South,Savings,Branch,Student,70252.81,2014,0,16,29310.54
2023-11-30,North,Loans,Online,Premium,1119.56,322,0,5,4624.28
2024-07-10,East,Credit Cards,Online,Retail,3657.16,4190,0,1,13063.46
2024-06-18,East,Loans,Online,Business,92.47,4052,0,12,42311.89
2024-09-27,West,Savings,Mobile App,Business,472.41,2610,0,2,39525.24
2023-10-27,North,Loans,Online,Retail,249.85,2818,0,8,10638.63
2024-08-11,Central,Mortgages,ATM,Premium,5552.0,2730,0,1,40755.76
2024-07-25,North,Credit Cards,Online,Student,1096.92,3638,0,11,15893.43
2023-05-27,South,Credit Cards,Mobile App,Business,269.1,4987,0,13,11915.1
2023-01-17,South,Mortgages,Online,Business,499.51,1394,0,20,35409.23
2023-04-17,West,Savings,Branch,Business,89.85,1778,0,4,5007.09
2023-02-10,South,Savings,Online,Business,4097.94,157,0,4,28564.71
2024-10-25,North,Savings,Mobile App,Business,387.13,4054,0,2,9320.99
2023-03-15,East,Insurance,Online,Premium,248.53,4939,0,3,37744.03
2024-03-17,North,Insurance,Online,Business,3504.62,2455,0,3,7281.86
2024-11-28,Central,Insurance,ATM,Business,11851.61,3494,0,1,2911.49
2023-04-22,North,Mortgages,Mobile App,Business,11556.95,2028,0,0,8504.34
2023-08-16,Central,Insurance,ATM,Business,388.33,4768,0,8,39082.83
2023-01-05,South,Loans,Online,Student,380.4,3820,0,13,45954.78
2023-09-04,West,Credit Cards,Online,Retail,2271.58,3505,0,14,26644.93
2023-08-08,West,Savings,Branch,Premium,1362.09,2553,0,19,48431.98
2023-11-30,West,Loans,Mobile App,Business,939.12,3226,0,2,44966.23
2023-07-18,West,Loans,ATM,Student,662.16,1857,0,14,23819.57
2024-11-16,South,Insurance,Branch,Premium,615.69,1518,0,12,3290.43
2023-09-18,West,Credit Cards,Mobile App,Retail,451.6,1155,0,11,19389.63
2024-02-27,West,Insurance,Branch,Student,3528.52,3517,0,17,38554.36
2024-01-07,West,Savings,Branch,Retail,2165.09,4696,0,3,31696.38
2024-03-07,East,Insurance,Online,Premium,300.04,505,0,9,34328.67
2023-04-22,East,Savings,Mobile App,Student,174.24,1758,0,13,27997.14
2024-02-01,Central,Mortgages,ATM,Student,6946.66,4432,1,4,40148.74
2024-10-12,West,Insurance,ATM,Premium,3825.39,351,0,8,22909.43
2023-07-31,South,Credit Cards,Online,Student,3857.48,461,0,13,46944.29
2024-01-27,Central,Loans,Online,Premium,673.44,4615,0,13,39689.96
2023-06-05,South,Savings,Online,Premium,19089.49,501,0,17,16393.19
2023-07-23,West,Insurance,Branch,Business,1705.4,3655,0,19,43042.72
2023-01-18,East,Savings,ATM,Retail,497.15,1040,0,6,18820.42
2024-03-24,South,Credit Cards,Mobile App,Student,275.9,2216,0,3,47931.14
2024-11-22,North,Insurance,Branch,Premium,2112.36,4190,0,7,2804.8
2024-03-05,East,Mortgages,Online,Business,1639.48,4985,0,0,35386.92
2023-02-17,South,Loans,Branch,Premium,2633.69,4281,0,16,10282.54
2024-12-28,East,Credit Cards,Online,Premium,2683.98,3797,0,7,28647.86
2023-12-01,North,Insurance,Mobile App,Premium,3850.8,2506,0,4,41425.83
2024-10-09,North,Insurance,ATM,Retail,99.44,1491,0,18,12875.46
2024-09-26,Central,Credit Cards,ATM,Business,706.24,1448,0,1,20543.27
2023-06-08,North,Credit Cards,ATM,Business,128.79,1661,0,13,48738.35
2024-10-06,West,Credit Cards,Online,Premium,6530.81,3683,0,0,6711.45
2023-09-30,Central,Insurance,Online,Student,775.44,3611,0,10,47915.41
